OBJECTID,ID,2021 Period of Construction - 1961 to 1980 (Census),2021 Period of Construction - 1961 to 1980 (Census) (%),2021 Period of Construction - 1981 to 1990 (Census),2021 Period of Construction - 1981 to 1990 (Census) (%),2021 Period of Construction - 1991 to 2000 (Census),2021 Period of Construction - 1991 to 2000 (Census) (%),2021 Period of Construction - 2001 to 2005 (Census),2021 Period of Construction - 2001 to 2005 (Census) (%),2021 Period of Construction - 2006 to 2010 (Census),2021 Period of Construction - 2006 to 2010 (Census) (%),2021 Period of Construction - 2011 to 2016 (Census),2021 Period of Construction - 2011 to 2016 (Census) (%),2021 Period of Construction - 2016 to 2021 (Census),2021 Period of Construction - 2016 to 2021 (Census) (%),2021 Period of Construction - 1960 or Before (Census),2021 Period of Construction - 1960 or Before (Census) (%),2021 Housing: Apartment or Flat in Duplex (Census),2021 Housing: Apartment or Flat in Duplex (Census) (%),2021-2022 Total Population % Change,2022-2023 Current$ Household Average Income % Change,2022-2023 Total Population % Change,2023-2024 Current$ Household Average Income % Change,2023-2024 Total Population % Change,2024 Condominium Charges (Shelter),2024 Condominium Charges (Shelter) (Avg),2024 Condominium Status - In Condo,2024 Condominium Status - In Condo (%),2024 Condominium Status - Not In Condo,2024 Condominium Status - Not In Condo (%),2024 Condominium Status - Total Households,2024 Female Household Population,2024 Female Household Population (%),2024 Financial Services,2024 Financial Services (Avg),2024 Household Aggregate Income (Current Year $),2024 Household Average Income (Current Year $),2024 Household Median Income (Current Year $),2024 Household Type - Total Households,2024 Household Discretionary Aggregate Income,2024 Household Disposable Aggregate Income,2024 Household Aggregate Income,2024 Labour Force - Labour Employment Rate,2024 Labour Force - Labour Participation Rate,2024 Labour Force - Labour Unemployment Rate,2024 Maintainers - 25 to 34,2024 Maintainers - 25 to 34 (%),2024 Maintainers - 35 to 44,2024 Maintainers - 35 to 44 (%),2024 Maintainers - 45 to 54,2024 Maintainers - 45 to 54 (%),2024 Maintainers - 55 to 64,2024 Maintainers - 55 to 64 (%),2024 Maintainers - Median Age,2024 Male Household Population,2024 Male Household Population (%),2024 Pop 15+: Divorced,2024 Pop 15+: Divorced (%),2024 Pop 15+: Living Common Law,2024 Pop 15+: Living Common Law (%),2024 Pop 15+: Married (And Not Separated),2024 Pop 15+: Married (And Not Separated) (%),2024 Pop 15+: Married or Living Common-Law,2024 Pop 15+: Married or Living Common-Law (%),2024 Pop 15+: Not Married or Common-Law,2024 Pop 15+: Not Married or Common-Law (%),2024 Pop 15+: Separated,2024 Pop 15+: Separated (%),2024 Pop 15+: Single (Never Legally Married),2024 Pop 15+: Single (Never Legally Married) (%),2024 Pop 15+: Widowed,2024 Pop 15+: Widowed (%),2024 Property Taxes (Shelter),2024 Property Taxes (Shelter) (Avg),2024 Regular Mortgage Payments (Shelter),2024 Regular Mortgage Payments (Shelter) (Avg),"2024 Structure Type Apartment, Building Five or More Story","2024 Structure Type Apartment, Building Five or More Story (%)","2024 Structure Type Apartment, Building Fewer Than Five Story","2024 Structure Type Apartment, Building Fewer Than Five Story (%)",2024 Structure Type Movable Dwelling,2024 Structure Type Movable Dwelling (%),2024 Structure Type Other Single-Attached House,2024 Structure Type Other Single-Attached House (%),2024 Structure Type Row House,2024 Structure Type Row House (%),2024 Structure Type Semi-Detached House,2024 Structure Type Semi-Detached House (%),2024 Structure Type Single-Detached House,2024 Structure Type Single-Detached House (%),"2024 Service Charges for Banks, Other Financial Institutions","2024 Service Charges for Banks, Other Financial Institutions (Avg)",2024 Tenure: Band Housing,2024 Tenure: Band Housing (%),2024 Tenure: Owned,2024 Tenure: Owned (%),2024 Tenure: Rented,2024 Tenure: Rented (%),2024 Tenure: Total Households,2024 Total Population,2024 Visible Minority Arab,2024 Visible Minority Arab (%),2024 Visible Minority Black,2024 Visible Minority Black (%),2024 Visible Minority Chinese,2024 Visible Minority Chinese (%),2024 Visible Minority Filipino,2024 Visible Minority Filipino (%),2024 Visible Minority Japanese,2024 Visible Minority Japanese (%),2024 Visible Minority Korean,2024 Visible Minority Korean (%),2024 Visible Minority Latin American,2024 Visible Minority Latin American (%),2024 Visible Minority South Asian,2024 Visible Minority South Asian (%),2024 Visible Minority Southeast Asian,2024 Visible Minority Southeast Asian (%),2024 Visible Minority Total Population,2024 Visible Minority Total Population (%),2024 Visible Minority West Asian,2024 Visible Minority West Asian (%),2024-2025 Current$ Household Average Income % Change,2024-2025 Total Population % Change,2025-2026 Current$ Household Average Income % Change,2025-2026 Total Population % Change,2026-2027 Current$ Household Average Income % Change,2026-2027 Total Population % Change,FREQUENCY,SUM_FUNDED,CONVERSION_RATE,Shape__Area,Shape__Length
1526,B4C,286,3.82,506,6.76,3564,47.62,1502,20.07,973,13,246,3.29,227,3.03,238,3.18,228,3.05,4.8,4.3,4.7,-0.5,3.1,887218.38,106.08,116,1.39,8247,98.6,8364,10741,50.59,4687643.84,560.45,840925751.41,840351394.48,100473.45,445496380.59,651297054.7,87487.19,8364,91.6,62.7,8.4,1251,14.96,1541,18.42,1341,16.03,1606,19.2,54,10489,49.41,1116,6.12,2277,12.48,8153,44.67,10430,57.15,7819,42.84,679,3.72,4938,27.06,1086,5.95,14716107.86,1759.46,48814739.65,5836.29,1386838.92,165.81,1575,18.83,0,0,301,3.6,4,0.05,114,1.36,1170,13.99,4875,58.29,0,0,5839,69.81,2525,30.19,8364,21341,92,0.43,799,3.76,88,0.41,360,1.7,0,0,66,0.31,82,0.39,348,1.64,47,0.22,1915,9.02,0,0,1.5,2.7,2.9,2.3,3.4,1.9,37,1,2.7027027027027,82877262,61894.6440417247
1236,B4E,198,2.53,387,4.95,1556,19.91,1757,22.49,1336,17.1,851,10.89,586,7.5,724,9.27,617,7.9,3.6,4.2,3.7,-0.5,1.9,633189.57,74.72,73,0.86,8402,99.15,8474,11425,50,5303169.09,625.82,999657437.71,999181843.42,117909.27,503240932.54,741795469.12,103057.96,8474,93.1,68.8,6.9,1361,16.06,1786,21.08,1788,21.1,1581,18.66,50.3,11425,50,1096,5.76,2172,11.42,9575,50.32,11748,61.74,7280,38.26,620,3.26,4759,25.01,805,4.23,17135726.39,2022.15,68946385.75,8136.23,1543854.92,182.19,538,6.35,0,0,1489,17.57,6,0.07,238,2.81,847,10,5153,60.81,0,0,6998,82.58,1476,17.42,8474,22874,204,0.89,717,3.14,110,0.48,78,0.34,1,0,1,0,68,0.3,392,1.72,19,0.08,1679,7.35,0,0,1.7,2.7,3,2.3,3.4,2.1,64,1,1.5625,86610472,59668.3379464398
1151,B4G,21,1.11,160,8.47,511,27.05,303,16.04,249,13.18,149,7.89,262,13.87,129,6.83,125,6.62,3.9,4.4,3.8,-0.3,2.2,104668.67,51.06,19,0.93,2031,99.07,2050,2938,48.87,1431897.83,698.49,270107272.04,272012689.36,132682.19,136717107.77,200455911.94,125557.89,2050,91.9,67.9,8.1,325,15.85,466,22.73,416,20.29,385,18.78,50.1,3074,51.13,222,4.47,540,10.87,2780,55.98,3320,66.85,1646,33.15,131,2.64,1088,21.91,205,4.13,4883921.29,2382.4,20922422.8,10206.06,403482.81,196.82,0,0,0,0,60,2.93,1,0.05,0,0,31,1.51,1936,94.44,0,0,1950,95.12,100,4.88,2050,6040,17,0.28,165,2.74,28,0.47,1,0.02,43,0.72,0,0,34,0.57,46,0.77,0,0,336,5.59,0,0,2.1,4,3.4,3.4,3.4,3.1,11,0,0,250871712,90293.8240597051
1426,B4H,396,6.26,2371,37.49,1565,24.75,831,13.14,540,8.54,316,5,321,5.08,189,2.99,192,3.04,1.5,3.8,0.5,-1.1,0.6,208625.5,31.45,195,2.94,6439,97.06,6634,7328,51.95,3319481.99,500.37,570533264.13,571434867.66,86137.68,330719924.51,452048368.83,63914.14,6634,89,50.1,11,695,10.48,889,13.4,1034,15.59,1296,19.54,58.9,6778,48.05,920,7.56,1186,9.74,5288,43.45,6474,53.19,5697,46.81,535,4.4,3192,26.23,1051,8.64,6727959.9,1014.16,19884509.41,2997.36,839701.21,126.58,1095,16.51,0,0,594,8.95,112,1.69,238,3.59,217,3.27,3972,59.87,0,0,4317,65.07,2317,34.93,6634,14329,0,0,163,1.16,70,0.5,41,0.29,0,0,93,0.66,34,0.24,119,0.84,13,0.09,586,4.15,0,0,1.5,-0.3,2.8,-0.2,3.2,-0.4,20,0,0,1540322446,250028.806714429
1224,B4N,475,5.58,2163,25.41,2514,29.54,1293,15.19,1147,13.48,310,3.64,445,5.23,323,3.8,316,3.71,2,4.2,1.7,-0.6,1,440637.67,48.73,93,1.03,8949,98.97,9042,10286,51.16,4273587.5,472.64,766988463.2,767822147.85,84916.24,414244408.24,594356652.25,68655.7,9042,92.1,59.4,7.9,1151,12.73,1244,13.76,1515,16.76,1840,20.35,56.7,9819,48.84,1255,7.24,1879,10.84,7676,44.27,9555,55.11,7784,44.89,691,3.99,4601,26.54,1237,7.13,9870869.11,1091.67,32635362.73,3609.31,1249168.65,138.15,1837,20.32,8,0.09,369,4.08,17,0.19,66,0.73,740,8.18,5505,60.88,0,0,5453,60.31,3589,39.69,9042,20420,107,0.53,595,2.96,101,0.5,315,1.57,22,0.11,15,0.07,68,0.34,353,1.76,38,0.19,1645,8.18,0,0,1.5,0.1,2.8,0.1,3.2,0.1,34,1,2.94117647058824,711549826,238973.381038998
417,B4P,133,3.31,992,24.71,999,24.88,516,12.85,492,12.25,251,6.25,260,6.48,248,6.18,256,6.38,3.5,3.7,3.3,-1,2.3,224961.32,51.88,143,3.3,4193,96.7,4336,4980,51.83,2140520.7,493.66,373749451.03,374237625.4,86309.96,202811988.84,288140245.78,66493.1,4336,89,59.4,11,587,13.54,465,10.72,524,12.08,787,18.15,56.8,4628,48.17,537,6.2,949,10.95,3525,40.68,4474,51.63,4192,48.37,214,2.47,2810,32.43,631,7.28,4276882.14,986.37,13693358.06,3158.06,602886.82,139.04,1490,34.36,0,0,39,0.9,9,0.21,116,2.68,198,4.57,2345,54.08,0,0,2335,53.85,2001,46.15,4336,9880,60,0.62,249,2.59,154,1.6,0,0,23,0.24,11,0.11,37,0.39,256,2.66,46,0.48,897,9.34,29,0.3,1.2,2,2.6,1.5,3.1,0.3,20,1,5,447985200,128274.027678639
1624,B4R,19,1.62,84,7.15,299,25.45,276,23.49,279,23.74,91,7.74,73,6.21,49,4.17,25,2.13,1.3,4.1,1.2,-0.7,0.3,36777.93,30.02,1,0.08,1224,99.92,1225,1554,50.5,711585.26,580.89,124688145.93,124933250.59,101987.62,66888513.64,95041702.64,88838.88,1225,93.1,62.2,6.9,134,10.94,173,14.12,240,19.59,234,19.1,56.7,1523,49.5,175,6.64,229,8.68,1452,55.06,1680,63.71,957,36.29,70,2.65,574,21.77,138,5.23,1868181.25,1525.05,6602668.18,5389.93,200536.18,163.7,20,1.63,4,0.33,65,5.31,0,0,23,1.88,78,6.37,1015,82.86,0,0,1013,82.69,212,17.31,1225,3085,10,0.32,36,1.17,10,0.32,188,6.11,6,0.19,1,0.03,7,0.23,19,0.62,1,0.03,285,9.26,0,0,1.4,0,2.5,0,2.9,0.1,7,0,0,16426124,26884
581,B4V,138,1.48,2489,26.68,2749,29.46,1250,13.4,1051,11.26,511,5.48,548,5.87,351,3.76,381,4.08,2.1,4.1,1.6,-0.6,1.3,566952.96,56.75,172,1.72,9819,98.28,9991,11293,51.34,4319539.92,432.34,839665356.13,840744968.83,84151.93,465389147.28,654060569.14,67412.33,9991,91.1,54,8.9,1057,10.58,1222,12.23,1528,15.29,1992,19.94,59.9,10703,48.66,1399,7.24,2032,10.52,9416,48.76,11448,59.28,7864,40.72,701,3.63,4195,21.72,1569,8.12,11846068.14,1185.67,34802671.11,3483.4,1118327.98,111.93,1437,14.38,37,0.37,954,9.55,16,0.16,110,1.1,259,2.59,7026,70.32,0,0,7558,75.65,2433,24.35,9991,22403,34,0.15,158,0.72,70,0.32,94,0.43,3,0.01,32,0.15,49,0.22,236,1.07,26,0.12,712,3.24,0,0,1.6,0.1,2.8,0.2,3.2,0.2,48,1,2.08333333333333,1348435452,365752.156455672
470,B5A,237,3.13,2929,38.68,2081,27.48,1099,14.51,632,8.35,235,3.1,222,2.93,170,2.25,205,2.71,1.8,4.1,1.2,-0.8,0.8,430190.72,54.66,178,2.26,7625,96.89,7870,8927,51.31,3268711.41,415.34,646061442.26,647431339.43,82264.98,362788172.91,507217230.17,63390.12,7870,88.5,56.1,11.5,917,11.65,1070,13.6,1105,14.04,1561,19.83,59,8471,48.69,1153,7.67,1357,9.03,6795,45.2,8151,54.22,6882,45.78,546,3.63,3947,26.26,1237,8.23,8314744.56,1056.51,25956756.19,3298.19,888723.05,112.93,1240,15.76,5,0.06,101,1.28,12,0.15,223,2.83,483,6.14,5553,70.56,67,0.85,5312,67.5,2491,31.65,7870,17727,12,0.07,414,2.38,68,0.39,79,0.45,0,0,40,0.23,15,0.09,129,0.74,32,0.18,860,4.94,0,0,1.5,0.3,2.8,0.3,3.3,0,30,0,0,1218519744,318723.142616353
1380,B6L,123,2.22,787,14.23,1538,27.82,1144,20.69,881,15.93,290,5.25,346,6.26,328,5.93,215,3.89,1.6,4,1.6,-0.7,0.9,129978.04,21.86,25,0.42,5837,98.15,5947,7289,50.33,3230024.86,543.14,591399775.58,592700069.69,99657.44,329584338,454897438.84,81824.27,5947,90,58.4,10,636,10.69,905,15.22,1084,18.23,1287,21.64,56.8,7194,49.67,734,5.95,1251,10.15,6377,51.72,7628,61.87,4702,38.13,400,3.24,2843,23.06,725,5.88,7573385.65,1273.48,26121808.52,4392.43,905673.32,152.29,249,4.19,0,0,425,7.15,10,0.17,39,0.66,219,3.68,4868,81.86,86,1.45,4875,81.97,986,16.58,5947,14518,33,0.23,205,1.42,16,0.11,27,0.19,8,0.06,0,0,9,0.06,110,0.76,4,0.03,424,2.93,3,0.02,1.4,-0.1,2.7,0,3,0.2,26,2,7.69230769230769,1794180726,475451.713238322
399,B9A,75,3.7,348,17.19,986,48.69,239,11.8,177,8.74,96,4.74,97,4.79,38,1.88,45,2.22,1.1,3.9,1.5,-0.8,0.6,88908.14,41.43,36,1.68,2110,98.32,2146,2445,50.35,963385.42,448.92,199779320.66,200024004.84,93208.18,114987639.03,156470415.86,76464.21,2146,82.6,56.7,17.4,281,13.09,281,13.09,312,14.54,444,20.69,58.5,2410,49.63,266,6.21,385,9,1914,44.72,2299,53.71,1981,46.29,129,3.01,1262,29.49,324,7.57,2246726.92,1046.94,6700158.72,3122.16,357477.64,166.58,361,16.82,0,0,191,8.9,0,0,5,0.23,109,5.08,1403,65.38,0,0,1458,67.94,688,32.06,2146,4938,42,0.86,39,0.8,39,0.8,27,0.56,0,0,0,0,0,0,70,1.44,0,0,217,4.47,0,0,1.6,-0.4,2.9,-0.5,3.3,-0.3,8,0,0,164261240,79299.1509613844
419,C0A,186,0.97,4506,23.49,4627,24.12,2383,12.42,2507,13.07,1151,6,1308,6.82,1039,5.42,1661,8.66,3.5,6.5,4.2,1.8,1.7,501487.67,23.84,284,1.35,20642,98.14,21034,26160,49.32,12485745.22,593.6,2291579728.61,2286402034.25,108700.37,1314058970.09,1753619587.97,91168.87,21034,90.5,65.8,9.5,3138,14.92,3269,15.54,3434,16.33,4084,19.42,55.7,26884,50.68,2155,4.81,4306,9.6,22413,49.99,26719,59.59,18119,40.41,1248,2.78,12129,27.05,2588,5.77,27827426.59,1322.97,89582657.18,4258.95,3794343.5,180.39,958,4.55,0,0,1097,5.22,11,0.05,816,3.88,600,2.85,17332,82.4,108,0.51,17088,81.24,3838,18.25,21034,54835,135,0.25,387,0.73,481,0.91,97,0.18,0,0,0,0,271,0.51,602,1.13,191,0.36,2164,4.08,0,0,2,2.2,3.2,1.8,3.4,1.3,124,4,3.2258064516129,6536104068,1371927.70764366
437,C0B,67,0.55,3612,29.43,2925,23.83,1534,12.5,1535,12.51,667,5.43,651,5.3,705,5.74,645,5.26,1.8,6.3,2.1,1.6,0.5,267062.72,21.43,169,1.36,12203,97.91,12464,15832,49.66,7537471.15,604.74,1320634737.62,1319490128.39,105863.47,779726545.44,1026139927.12,85350.7,12464,88.3,65,11.7,1762,14.14,1537,12.33,2035,16.33,2538,20.36,57.6,16048,50.34,1309,4.82,2686,9.9,14163,52.18,16849,62.08,10291,37.92,742,2.73,6513,24,1727,6.36,14504110.48,1163.68,46357342.93,3719.3,2233867.78,179.23,514,4.12,0,0,606,4.86,23,0.18,526,4.22,315,2.53,10411,83.53,92,0.74,10079,80.86,2293,18.4,12464,32260,0,0,103,0.32,49,0.15,1026,3.22,0,0,0,0,17,0.05,165,0.52,0,0,1396,4.38,0,0,1.9,1.4,3.1,1,3.2,0.9,59,0,0,4276765376,1141266.86002719
91,C1A,491,3.92,3351,26.73,3997,31.89,1579,12.6,1135,9.05,583,4.65,621,4.95,696,5.55,572,4.56,3.2,6.7,3.9,2.1,1.8,607376.51,42.21,803,5.58,13584,94.41,14388,14977,50.19,6476357.58,450.12,1311047285.35,1314259395.84,91343.14,740408557.78,1016366893.74,71105.41,14388,91.2,65.8,8.8,3161,21.97,1985,13.8,1982,13.78,2049,14.24,48.2,14863,49.81,1401,5.29,2879,10.87,9043,34.15,11922,45.02,14557,54.97,724,2.73,10760,40.63,1673,6.32,12708548.36,883.27,35761681.72,2485.52,2299537.61,159.82,6645,46.18,47,0.33,104,0.72,31,0.22,444,3.09,1265,8.79,5289,36.76,1,0.01,5517,38.34,8870,61.65,14388,30834,710,2.38,938,3.14,1202,4.03,531,1.78,109,0.37,68,0.23,249,0.83,2261,7.58,760,2.55,7291,24.43,245,0.82,2.2,2,3.4,1.7,3.6,1.6,90,4,4.44444444444444,45545162,55076.8448660996
1100,C1B,31,0.54,491,8.57,1264,22.07,649,11.33,790,13.8,497,8.68,695,12.14,628,10.97,712,12.43,3.6,6.4,4.4,1.8,2.2,297042.11,45.57,460,7.06,6058,92.93,6519,8522,50.09,4219137.61,647.21,843730172.88,846669890.6,129885.13,467456227.12,632361840.62,107530.55,6519,92.4,67.8,7.6,1149,17.63,1264,19.39,1125,17.26,1068,16.38,50,8491,49.91,610,4.33,1458,10.34,7328,51.98,8786,62.32,5312,37.68,350,2.48,3693,26.2,659,4.67,11733415.52,1799.88,37651938.84,5775.72,1275510.03,195.66,1045,16.03,48,0.74,152,2.33,0,0,201,3.08,462,7.09,4576,70.19,0,0,4929,75.61,1590,24.39,6519,17096,116,0.68,244,1.43,924,5.43,31,0.18,69,0.41,43,0.25,78,0.46,455,2.67,69,0.41,2114,12.43,67,0.39,1.9,2.8,3.1,2.3,3.4,1.8,33,1,3.03030303030303,497263572,158162.914113339
338,C1C,29,1.65,138,7.85,497,28.27,224,12.74,270,15.36,115,6.54,173,9.84,127,7.22,213,12.12,3.7,6.9,4.2,2.1,2.2,60527.35,29.79,37,1.82,1995,98.18,2032,2587,49.31,1140229.27,561.14,230523361.4,228015476.26,112210.84,127131810.33,175182158.3,96128.17,2032,92.3,69.8,7.7,444,21.85,358,17.62,320,15.75,298,14.67,48.7,2659,50.69,206,4.59,585,13.04,1990,44.37,2575,57.41,1910,42.59,130,2.9,1381,30.79,194,4.33,3144780.74,1547.63,10227703.43,5033.32,373756.93,183.94,262,12.89,1,0.05,184,9.06,1,0.05,62,3.05,289,14.22,1198,58.96,0,0,1358,66.83,674,33.17,2032,5268,239,4.56,74,1.41,124,2.36,26,0.5,0,0,0,0,18,0.34,476,9.07,70,1.33,1042,19.86,13,0.25,2,2.3,3.2,2,3.5,1.9,21,0,0,87357114,73616.5069196598
601,C1E,69,1.38,465,9.3,998,19.96,793,15.86,843,16.86,426,8.52,517,10.34,507,10.14,449,8.98,3.3,6.2,4.2,1.5,1.9,202372.2,35.75,181,3.2,5479,96.8,5660,7334,49.68,3519178.97,621.76,673158298.67,675026262.04,119265.87,372470096.7,507396321.16,98476.85,5660,91.6,66.9,8.4,870,15.37,962,17,1227,21.68,989,17.47,51.4,7427,50.32,526,4.17,1097,8.71,6446,51.15,7543,59.86,5058,40.14,301,2.39,3635,28.85,597,4.74,8915979.68,1575.26,28315110.31,5002.67,1104166.38,195.08,936,16.54,0,0,172,3.04,8,0.14,167,2.95,307,5.42,3991,70.51,0,0,4014,70.92,1646,29.08,5660,15143,136,0.92,370,2.51,1042,7.06,77,0.52,13,0.09,14,0.09,50,0.34,688,4.66,245,1.66,2669,18.08,30,0.2,2.1,2.7,3.2,2.4,3.4,2.3,38,1,2.63157894736842,312842998,133055.79220855
1035,C1N,261,3.22,2231,27.55,2141,26.44,947,11.69,1019,12.58,431,5.32,395,4.88,397,4.9,537,6.63,2.5,6.5,2.3,1.7,1.3,299709.68,33.91,230,2.6,8609,97.4,8839,10314,50.94,4659370.18,527.2,871028218.37,871879978.28,98641.72,504418757.1,681940856.06,75827.54,8839,90.3,63.6,9.7,1254,14.19,1198,13.55,1419,16.05,1642,18.58,56.5,9932,49.06,1067,6.15,1624,9.35,7832,45.11,9456,54.47,7905,45.53,647,3.73,4908,28.27,1283,7.39,10180069.99,1151.85,28801593.6,3258.84,1467136.2,166,1580,17.88,50,0.57,565,6.39,20,0.23,869,9.83,855,9.67,4613,52.19,0,0,4907,55.52,3932,44.48,8839,20735,98,0.48,152,0.75,244,1.21,496,2.45,26,0.13,24,0.12,101,0.5,604,2.98,182,0.9,1958,9.67,0,0,2,1.4,3.1,1.2,3.3,0.9,32,0,0,300150084,114448.67589288
1501,E1A,1119,5.43,2169,10.53,3888,18.88,2134,10.36,2790,13.55,2313,11.23,3048,14.8,2129,10.34,2120,10.3,5.1,5,4.3,1,2.6,2249536.15,97.94,1927,8.39,21041,91.61,22968,27438,50.27,10908531.22,474.92,2507532095.59,2507325244.46,109164.17,1368209300.16,1890109564.19,83784.65,22968,93.7,65.6,6.3,4235,18.44,4460,19.42,4016,17.49,3325,14.48,48.5,27140,49.73,2566,5.53,6645,14.33,19828,42.77,26472,57.1,19888,42.9,1575,3.4,13493,29.1,2254,4.86,33685727.32,1466.57,112077912.38,4879.53,4350749.44,189.42,6323,27.53,404,1.76,390,1.7,47,0.2,1338,5.83,2867,12.48,10365,45.13,0,0,13823,60.18,9146,39.82,22968,55973,1326,2.43,2985,5.47,229,0.42,809,1.48,41,0.08,296,0.54,437,0.8,1137,2.08,243,0.45,7890,14.46,20,0.04,2.3,2.9,3.6,2.6,3.9,2.3,165,9,5.45454545454545,206819834,100143.932125174
1637,E1B,163,1.88,996,11.51,3245,37.51,958,11.07,920,10.63,624,7.21,774,8.95,684,7.91,450,5.2,2.1,5,1.1,1,0.6,819275.18,91.97,592,6.65,8316,93.35,8908,11113,51.69,4971983.96,558.15,963249884.25,963313673.58,108134.75,546745905.14,751664548.02,91341.46,8908,93.4,62.5,6.6,1085,12.18,1373,15.41,1666,18.7,1649,18.51,55.9,10386,48.31,1100,5.96,2006,10.87,9161,49.66,11167,60.53,7282,39.47,607,3.29,4291,23.26,1284,6.96,17069913.33,1916.25,46126263.76,5178.07,1600464.44,179.67,1453,16.31,70,0.79,396,4.45,1,0.01,502,5.64,715,8.03,5603,62.9,0,0,6721,75.45,2187,24.55,8908,21806,44,0.2,389,1.81,34,0.16,233,1.08,0,0,146,0.68,73,0.34,467,2.17,96,0.45,1586,7.38,34,0.16,2,0.6,3.2,0.6,3.6,0.6,66,3,4.54545454545455,70184348,54937.963976329
1322,E1C,1359,10.92,4224,33.95,3568,28.68,1299,10.44,1391,11.18,548,4.41,476,3.83,577,4.64,358,2.88,4.2,4.7,3.4,0.8,1.7,1913425.97,141.07,807,5.95,12757,94.05,13564,13687,48.7,4612391.15,340.05,980061249.94,982742946.94,72451.49,562543704.42,791246974.16,58657.52,13564,91.6,60.8,8.4,2863,21.11,2422,17.86,1792,13.21,2071,15.27,47.1,14416,51.3,1544,6.26,3346,13.57,7500,30.42,10846,43.99,13812,56.01,993,4.03,9962,40.4,1313,5.32,9550761.41,704.13,30711584.47,2264.2,1962739.26,144.7,6438,47.46,422,3.11,0,0,55,0.41,266,1.96,738,5.44,4194,30.92,0,0,4916,36.24,8648,63.76,13564,29064,735,2.62,1791,6.37,83,0.3,677,2.41,85,0.3,9,0.03,319,1.14,1827,6.5,226,0.8,6057,21.55,15,0.05,2.1,1.9,3.4,1.7,3.7,1.5,118,9,7.6271186440678,26132470,33500.1689732199
723,E1E,207,3.74,1406,25.43,1784,32.27,538,9.73,453,8.19,209,3.78,270,4.88,488,8.83,381,6.89,4.3,5.3,3.7,1.1,1.8,911836.56,151.34,226,3.75,5799,96.25,6025,6897,50.52,2980130.51,494.63,602503475.52,600302743.12,99634.56,336709657.97,465263523.58,80189.72,6025,92.9,61.7,7.1,883,14.66,1118,18.56,1119,18.57,926,15.37,51.2,6756,49.48,772,6.61,1481,12.69,4969,42.56,6450,55.25,5224,44.75,438,3.75,3374,28.9,640,5.48,8976311.2,1489.84,26367466.74,4376.34,1058378.94,175.66,1186,19.68,501,8.32,310,5.15,6,0.1,78,1.29,886,14.71,2835,47.05,0,0,3782,62.77,2244,37.24,6025,13955,113,0.83,486,3.56,52,0.38,210,1.54,0,0,162,1.19,148,1.08,512,3.75,191,1.4,1928,14.12,20,0.15,2.4,2.1,3.5,1.8,3.7,1.6,36,1,2.77777777777778,68691064,49037.6260298892
88,E1G,249,2.75,340,3.76,1607,17.77,1078,11.92,1460,16.15,993,10.98,1535,16.98,1174,12.99,854,9.45,5.7,4.9,4.9,1,3.2,1095648.5,106.89,293,2.86,9957,97.15,10249,13839,49.43,6392373.09,623.65,1282773614.86,1280885489.52,124970.89,699742155.53,974708844.71,107765.74,10249,94.6,68.4,5.4,1472,14.36,2260,22.05,2384,23.26,1579,15.41,49.6,14161,50.58,1096,4.72,2640,11.37,12294,52.97,14934,64.34,8277,35.66,650,2.8,5684,24.49,847,3.65,22912571.36,2235.37,74084382.69,7227.74,2067533.17,201.71,819,7.99,0,0,182,1.78,7,0.07,137,1.34,2264,22.09,6561,64.02,0,0,8670,84.59,1579,15.41,10249,28236,197,0.7,1107,3.95,546,1.95,326,1.16,3,0.01,446,1.59,187,0.67,925,3.3,315,1.13,4187,14.95,93,0.33,2.2,3.4,3.5,3,3.8,2.7,100,7,7,938528994,149902.094131319
1203,E1H,43,1.26,309,9.03,746,21.81,609,17.8,806,23.56,294,8.59,187,5.47,233,6.81,236,6.9,3.9,5,3.3,0.9,1.6,265508.51,71.93,75,2.03,3616,97.97,3691,4285,48.41,1941480.31,526,401681879.4,400621962.55,108534.53,227772545.92,308553896.06,86834.23,3691,92.7,62.5,7.3,439,11.89,639,17.31,645,17.47,830,22.49,55.5,4567,51.59,501,6.54,1178,15.37,3628,47.34,4806,62.72,2857,37.28,262,3.42,1742,22.73,351,4.58,5976245.93,1619.14,19202799.12,5202.6,715269.01,193.79,108,2.93,0,0,1218,33,4,0.11,32,0.87,57,1.54,2227,60.34,0,0,3321,89.98,371,10.05,3691,8901,0,0,97,1.1,0,0,37,0.42,10,0.11,0,0,8,0.09,30,0.34,0,0,237,2.68,0,0,2.1,2.4,3.3,2.1,3.4,2,17,0,0,580140834,187387.682961767
